text,title,href
 机器学习及Python应用 ,空,//product.dangdang.com/29221647.html
 Python GUI设计――tkinter菜鸟编程 本书详细讲解了使用tkinter设计GUI的过程，使用270个程序实例给读者做*详尽的讲解。,《Python GUI设计 tkinter菜鸟编程》是国内首先使用tkinter设计GUI的中文Python书籍之一；为了详细讲解GUI设计，本书共使用了270个程序实例，详细讲解各种Widget的用法。,//product.dangdang.com/27912538.html
 趣学Python游戏编程（第2版） ,? 高校教师多年开发经验的结晶之作，深入浅出讲解使用Python语言进行游戏开发的方法。 ? 精选11个经典游戏案例，涉及不同的游戏类型，由浅入深剖析Python语言开发过程中遇到的问题，帮助读者快速掌握游戏程序设计的基本原理和方法，同时提高Python语言的编程能力。,//product.dangdang.com/29723867.html
 Python量化交易实战 基本面量化投资策略 量化交易算法之路 量化交易核心技术开发从入门到精通 量化交易从入门到实践 凝聚作者15年交易经验，全流程讲解量化交易，大量案例实战，依次击破实践难点，教你快速上手,1. 简单易学：本书使用 Python 3.7版本进行编写，代码简单，易于读者学习。 2. 实践为主：本书不空讲 Python 理论知识，而是以实际的案例清晰、简明地介绍了如何用Python 实现即时量化交易选股系统的开发落地。 3. 内容全面：覆盖量化回测步骤及即时选股系统搭建。 4. 配备数据和源代码：提供所有案例的数据文件和 Python 源代码，供读者操作练习、快速上手。 5. 学习路线图清晰：每章均是基于 需求分析 步骤分解 Python 编程开发 的学习路线，并根据项目的一般工作流程逐步展开，分析逻辑清晰，层层递进，由浅入深。,//product.dangdang.com/29445761.html
 Python树莓派编程从零开始（第3版） 更新到树莓派4版本，涵盖新的树莓派OS，包含DIY项目实践。 无需编程经验，本书可以帮你在强大的树莓派上创建有新意的程序和有趣的游戏。随书赠送源代码，获取地址见书封底折页二维码。,"通过阅读《Python树莓派编程从零开始(第3版)》，你将学会配置树莓派，编写并调试Python程序;学会使用Python的字符串、列表、函数和字典，以及模块、类方法等;还可以使用pygame创建用户友好的游戏，使用guizero构建直观的用户界面，使用gpiozero库与硬件连接，通过GPIO端口连接外部电子设备。本书内容详尽，实例丰富，不仅适合软硬件开发人员、高校学生、Python爱好者、树莓派爱好者学习，也适合作为从事树莓派编程相关实践的人员参考。 《Python树莓派编程从零开始(第3版)》汇集了在树莓派上使用Python开发硬件和软件的大量示例及源代码，每个示例均由一线工程师精心挑选，具有很强的实用性，相信这些示例能为开发者提供解决方案的极佳参考。我们非常高兴地看到，本书的出版很好地满足了图书市场对类似书籍的需求,也为关心这一领域的读者、致力于树莓派课程的",//product.dangdang.com/29458512.html
 Python办公自动化从入门到精通 Python编程快速上手，让你的Excel、Word、PDF、PPT飞起来；书课一体，立体化教学，有效提升办公效率。,1.本书全面覆盖办公领域所需的软件，并提供多种解决思路，以及大量实际案例，符合国内职场人需求。 2.作者从事Python教学多年，具备丰富的教学经验，理解读者的痛点难题。 3.书课一体，立体化教学，便于读者举一反三。,//product.dangdang.com/29651535.html
 Python编程与科学计算（微课视频版） Python知识层层递进，视频讲解生动有趣 全面掌握Python编程知识+数据爬取+数据分析+数据可视化 配套9章教学课件、518分钟精美教学视频,（1）案例方式。编者基于多年的教学和项目开发经验，在对学生充分了解的前提下，精心设计了相关知识点的案例，帮助学生理解和掌握知识点，并能对知识点进行实际应用。 （2）专业公司打造PPT和教学视频。本书大部分知识点和案例由专业公司制作了精美的教学PPT和教学视频，方便读者随时随地快速的进行直观地学习。 （3）思政元素。编者在本书的知识点和案例中巧妙融入了课程思政元素，引导学者接受思政教育，在知识学习和技能提升的同时，培养社会责任感、以工匠精神做事、以正确的人生观和价值观做人。,//product.dangdang.com/29629528.html
 Python程序设计教程 ,本书特色 (1) 由浅入深，循序渐进。本书以零基础的读者为对象，采用通俗易懂的语言讲解Python的语法规则和编程思想。 (2)? Python解释器版本最新。本书采用最新版本的Python解释器Python 3.11.4，深入讲解了Python 3.11.4的新特性。 (3) 视频讲解细致详尽。为了让读者学习本书更容易，书中每个章节均配有细致详尽的视频讲解。,//product.dangdang.com/29756159.html
 Python算法交易 本书介绍了如何在算法交易领域使用Python。,虽然算法交易曾经是机构参与者的专属领域，但是现在已经开放给了使用在线平台的小型组织和个人交易者。今天Python及其强大的软件包生态系统是许多交易者的工具。在这本非常实用的书中，本书作者向学生、学者及从业者展示了如何在有趣的算法交易领域使用Python。 你将学习几种在不同方面应用Python进行算法交易的方法，例如如何回测交易策略，以及如何与在线交易平台交互。一些非常大的买方和卖方机构都大量使用Python。通过探索系统地构建和部署自动算法交易策略，本书将帮助你实现公平竞争。,//product.dangdang.com/29488824.html
 趣学Python――教孩子学编程（第2版） 用作者独有的示例程序带你学习Oython知识，让编程学习简单有趣，实用有效。配有多个编程小测验，强化训练思维，成为Python编程小能手！,1.本书将把你带入一个鲜活的Python编程世界。作者将用独特的（往往很好玩的）示例程序带你学习基础知识。部分章节后面配有编程小测验来帮助你加深理解并拓展思维。 2.本书针对Python 3编程进行了全面更新，加入了一些新的编程小测验，还有3个附录帮助你学习Python的关键字、内建函数和代码调试。 3.读完本书，你将学会用列表、元组和字典等基本数据结构，学会用函数和模块来组织和重用代码，学会用Python的海龟模块来画形状和图案等。,//product.dangdang.com/29618817.html
" 利用Python进行数据分析 (美)韦斯・麦金尼(Wes McKinney) 著,徐敬一 译 机械工业出版社【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！",空,//product.dangdang.com/11237974595.html
 Python和PySpark数据分析 详细介绍了如何将PySpark 应用到日常的数据科学工作中。源代码下载地址见书封底二维码。,《Python和PySpark数据分析》有 14 章和 3 个附录，详细介绍了如何将PySpark 应用到日常的数据科学工作中。通过通俗易懂的示例，介绍了PySpark中的实用知识点和语法，使你能够轻松掌握PySpark的核心概念，并将其应用于实际工作中。在本书中，你将学习如何使用 PySpark 进行数据预处理、模型训练和评估等常见的数据科学任务。每个章节都以具体的示例和案例展示了 PySpark 在不同情景下的应用方法和技巧。通过实际操作，你将了解如何使用 PySpark 处理大规模数据集、构建复杂的数据处理流程以及应对常见的数据质量和性能挑战。,//product.dangdang.com/29643891.html
 一步到位！Python数据科学与人工智能应用实战（NumPy、Pandas、Matplotlib、Scikit-lear ,空,//product.dangdang.com/12100011610.html
 Python气象数据处理与绘图基础 ,空,//product.dangdang.com/29262551.html
 统计分析软件：使用R与Python 王洪 配备了课程教学大纲(含课程思政内容)、 课件、习题解答、模拟试题及配套答案等丰富的教学资源。,本书遵循教指委相关指导文件和高等院校学生学习规律编写而成。践行四新理念，融入思政元素，注重理论与实践相结合。,//product.dangdang.com/29776923.html
 Python数据分析、挖掘与可视化从入门到精通 实战宝典 高效挖掘数据价值 从零开始，一本书读懂Python数据分析、挖掘与可视化：案例源代码+视频+PPT课件，助你解锁数据价值，成为商业决策高手！,（1）理论讲解与实践结合。每个理论都有对应的实践代码讲解，读者参考源代码，完成实例，就可以看到实验效果。 （2）知识教学与课后练习。大部分章节末尾都配备思考与练习题，旨在帮助读者巩固所学知识，并达到学以致用的目的。 （3）综合实战，学以致用。通过最后两章完整案例的学习，可以帮助读者针对特定场景快速设计数据分析与挖掘的方案。 （4）配套资源，轻松学会。赠送书中同步实例的相关源代码文件 重点知识的教学视频 制作精美的PPT课件。,//product.dangdang.com/29743769.html
 超简单：用Python让Excel飞起来 让excel化繁为简，零基础学python，用python实现办公自动化，减少重复工作。一书在手，数据不愁，用Python操控Excel让工作更高效，办公自动化典型场景应用，零基础办公人士学编程的不二,Array,//product.dangdang.com/28999406.html
 Python程序设计基础与案例实战（慕课版） ,1. 德育创新 本书创新了德育模式，将枯燥的编程课程升华成优秀古典文化体验盛宴，从古籍精品中精选大量具有人文教育价值的语句片段，深度嵌入本书正文及案例中。与此同时，本书还融入了党的二十大精神、社会主义核心价值观、依法纳税、中国古代科技成就等种类丰富的素材，力求做到润物无声，化物无形。 2. 前沿导向 本书紧跟科技前沿发展趋势，详细介绍了 Python 在数据分析、可视化、人工智能等前沿场景中的应用。 3. 案例丰富 本书以应用为导向，采用案例式教学，多层次、全方位地展示了 Python 实战技巧，既包括面向各个知识点的实例、面向章节知识内容的综合案例，还包含了专门的应用篇章。 4. 课证融合 本书以课证融合为导向，全面覆盖教育考试院举办的全国计算机等级考试（Python）大纲。 5. 配套多元 本书提供了慕课视频、教学大纲、教案、题,//product.dangdang.com/29735897.html
 Python深度学习及智能车竞赛实践 徐国艳 刘聪琳 全彩印刷，智能汽车?新能源汽车方向本科教材，深度融合全国大学生智能汽车竞赛深度学习项目，配套学习资源和程序代码,1.本书配套刮刮卡，凭借其兑换码可以以1折价格观看专题讲座，也可以凭借兑换码加入 智能汽车与深度学习 读者专属群与作者交流。一个兑换码只能供一个手机号使用。 2.本书全彩印刷，内容丰富且循序渐进。本课程内容从零基础开始讲解python，由易到难逐步过渡到能设计深度学习模型完成车辆图片分类深度学习模型设计、智能汽车竞赛的自动巡航、目标检测任务等。配套有习题、线上实践项目、线下竞赛等丰富的教学资源，共设计有四大部分共11章内容。 3. 本书深度融合全国大学生智能汽车竞赛深度学习项目，讲述了完整的Python深度学习 智能车开发流程和知识体系。 4. 本书实用性和实践性强，由北京航空航天大学和北京百度网讯科技有限公司联合打造建设，引入了产业级工程实践项目，并基于全国大学生智能汽车竞赛设计各知识点的教学实例，以竞赛内容串,//product.dangdang.com/29696079.html
 Python人工智能应用与实践 沈建强 适用于人工智能、大数据相关专业,本书在校企合作的基础上编写而成，在讲述人工智能理论的基础上突出工程应用性与实践性，选用了适用于人工智能项目研发的Python编程语言。,//product.dangdang.com/29682417.html
 Python GUI开发手册：基础・实战・强化 ,空,//product.dangdang.com/12100007516.html
 Python一级 从零开始学编程 ,空,//product.dangdang.com/29751273.html
 Python+Excel/Word/PPT一本通 编程办公软件办公自动化运维运营效率 数据分析PDF 官方正版 出版社直发,空,//product.dangdang.com/11288387930.html
 【新华网】 python核心编程 从入门到实践 软件工具书计算机程序设计 面向初学者的基础程序设计优秀教程 帮掌握核心编 ,空,//product.dangdang.com/11440952748.html
 Python编程与计算机视觉应用 ,空,//product.dangdang.com/29583295.html
" 零基础学Python 明日科技（MingRiSoft）著,明日科技 编 吉林大学出版社【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！",空,//product.dangdang.com/11471505474.html
 python编程从入门到精通 Python网络爬虫核心编程数据分析语言程序设计 电脑计算机编程零 明日科技 全国多仓发货，物流便捷，正版保证，欢迎选购！,Python是一门有条理的和强大的面向对象的程序设计语言，因其具有丰富和强大的库，还可以把用其他编程语言制作的各种模块（尤其是C/C ）很轻松地结合在一起，进行高效开发，Python语言已经成为受欢迎的程序设计语言之一。Python语言简单、易学、易用，适合在Web、数据分析、游戏、科学计算等领域进行编程开发。本书是一本面向Python零基础读者的入门书籍，按照基础入门→进阶提升→框架应用→项目开发的循序渐进的过程进行学习和实践。 本书特点 ―结构合理，适合自学。本书定位以初学者为主，在内容安排上充分体现了自学的特点，内容循序渐进，由浅入深，覆盖了编程的各方面技术。 ―视频讲解，全面到位。视频讲解是本书的特色之一，本书提供了近23小时的视频同步课程。每个知识点都力求讲透、讲全，在对各知识点的讲解过程中提供了很多编程经,//product.dangdang.com/11703521900.html
" Python高性能编程 (美)戈雷利克(Micha Gorelick),欧日沃尔德(Ian Ozsvald) 著,胡世杰 全国三仓发货，物流便捷，下单秒杀，欢迎选购！",适读人群 ：Python程序员，有Python语言基础想要得到进阶和提高的读者 Python代码仅仅能够正确运行还不够，你需要让它运行得更快。通过探索设计决策背后的基础理论，本书帮助你更加深刻地理解Python的实现。你将学习如何找到性能瓶颈，以及如何在大数据量的程序中显著加快代码。 如何利用多核架构或集群的优点？如何构建一个在不损失可靠性的情况下具备可伸缩性的系统？有经验的Python程序员将学到针对这些问题或者其他问题的具体解决方案，以及来自那些在社交媒体分析、产品化机器学习和其他场景下使用高性能Python编程的公司的成功案例。 通过阅读本书，你将能够： ■ 更好地掌握numpy、Cython和剖析器； ■ 了解Python如何抽象化底层的计算机架构； ■ 使用剖析手段来寻找CPU时间和内存使用的瓶颈； ■ 通过选择合适的数据结构,//product.dangdang.com/11593931746.html
 Python推荐系统实战：基于深度学习、NLP和图算法的应用型推荐系统 一本书，助力数据科学家、机器学习工程师以及Python软件工程师迅速掌握新技能。从基础到流行，从先进到新技术，巧用机器学习、自然语言处理和知识图谱来实现推荐系统,《Python推荐系统实战：基于深度学习、NLP和图算法的应用型推荐系统》从基本方法、流行方法、先进方法及新技术四个层面来介绍如何自己动手构建推荐系统。通过本书的学习，读者可以掌握推荐系统的基本概念，了解不同类型的推荐引擎及其功能，学会使用传统算法来构建推荐系统和混合推荐系统，使用聚类和分类算法来构建基于机器学习的推荐系统。《Python推荐系统实战：基于深度学习、NLP和图算法的应用型推荐系统》可引导读者运用自然语言处理、深度学习和知识图谱来实现推荐系统，从而实现业务的增长。 特色主题： 使用Python来理解和实现不同的推荐系统 掌握协同过滤、超市购物车分析和矩阵分解等 构建基于内容和协同过滤的混合推荐系统 运用机器学习、NLP和深度学习来构建推荐系统,//product.dangdang.com/29728834.html
 Python GUI设计PyQt5从入门到实践赠纸质专属魔卡、PPT课件 明日科技 吉林大学出版社，【正版保证】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,空,//product.dangdang.com/11626459340.html
 Python在电力数据分析中的应用 Python-电力数据,空,//product.dangdang.com/29603360.html
 Python程序设计基础 ,空,//product.dangdang.com/29443357.html
 Python量化投资：技术 模型与策略 理论与实践相结合，基于Python深入分析量化投资理论和策略，详解Python在量化投资分析中具体的应用案例。,空,//product.dangdang.com/29133037.html
" 【正版图书】Python数据处理/图灵程序设计丛书 【正品保证,可开发票,进入店铺更多优惠！】",空,//product.dangdang.com/11842141171.html
 Python网络爬虫技术与实战 赵国生王健 机械工业出版社，【正版现货】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,空,//product.dangdang.com/11764938725.html
" Python数据科学手 正版图书,极速发货,可开发票",Python语言拥有大量可用于存储、操作和洞察数据的程序库，已然成为深受数据科学研究人员推崇的工具。本书以IPython、NumPy、Pandas、Matplotlib和Scikit-Learn这5个能完成数据科学大部分工作的基础工具为主，从实战角度出发，讲授如何清洗和可视化数据、如何用数据建立各种统计学或机器学习模型等常见数据科学任务，旨在让各领域与数据处理相关的工作人员具备发现问题、解决问题的能力。・IPython和Jupyter:为使用Python提供计算环境・NumPy：用ndarray实现高维数组的高效存储与操作・Pandas：用DataFrame实现带标签?列式数据的高效存储与操作・Matplotlib：实现各种数据可视化・Scikit-Learn：用高效整洁的Python实现重要的机器学习算法,//product.dangdang.com/11767068113.html
 Python概率统计 手把手教你如何利用Python从零开始学习概率论与数理统计!配套教学课件，400多个示例源代码,本书一方面遵循概率论和数理统计的教学大纲，在数学方面不过于强调，没有过多展开；另一方面，利用Python为工具，实现了大部分的理论和模型，使读者通过 实践 简化学习过程，提高代码能力，增强动手能力。为进一步学习人工智能和大数据科学奠定良好基础。,//product.dangdang.com/29574386.html
 Python 3反爬虫原理与绕过实战 韦世东 著 人民邮电出版社【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,空,//product.dangdang.com/11652451733.html
" Python网络爬虫权威指南 第2版 瑞安・米切尔（RyanMitchell）著,神烦小宝 译 人民邮电出版社，【正版保 全国三仓发货，物流便捷，下单秒杀，欢迎选购！",适读人群 ：需要抓取Web 数据的相关软件开发人员和研究人员 作为一种采集和理解网络上海量信息的方式，网页抓取技术变得越来越重要。而编写简单的自动化程序（网络爬虫），一次就可以自动抓取上百万个网页中的信息，实现高效的数据采集和处理，满足大量数据需求应用场景。 本书采用简洁强大的Python语言，全面介绍网页抓取技术，解答诸多常见问题，是掌握从数据爬取到数据清洗全流程的系统实践指南。书中内容分为两部分。部分深入讲解网页抓取的基础知识，重点介绍BeautifulSoup、Scrapy等Python库的应用。第二部分介绍网络爬虫编写相关的主题，以及各种数据抓取工具和应用程序，帮你深入互联网的每个角落，分析原始数据，获取数据背后的故事，轻松解决遇到的各类网页抓取问题。第2版全面更新，新增网络爬虫模型、Scrapy和并行,//product.dangdang.com/11716576000.html
 PYTHON核心编程第二版 [美] Wesley J. Chun 人民邮电出版社，【正版保证】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,对Python核心特性系统的专家级讲解； 为开发复杂的应用程序和软件所需的强大深入的视角； 易用的图表，详细描述了Python 模块、操作符、函数和方法； 大量的专业级的实例代码，从小的代码片段到功能齐全的应用程序一应俱全。,//product.dangdang.com/11442641425.html
 Python编程入门 (加)Toby Donaldson 人民邮电出版社，【正版保证】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,简洁的步骤和解释 助你快速上手。 的参考指南 值得反复品味。 学习Python基础知识的 从算术运算、字符串、变量，到函数、数据结构、输入输出和异常处理，应有尽有！ 通俗易懂的语言结合常见任务、屏幕图和详细的解释，循序渐进地介绍了Python的基础知识，助你轻松、迅速地学习Python。书中没有深奥的理论或者高级应用，非常适合用来自学。你定能掌握Python的各项基础知识，成为一名真正的Python程序员！,//product.dangdang.com/11620388233.html
 Python地球科学数据分析 地球科学数据分析的Python解决方案，基础概念与案例示范环环相扣，为地质学研究与学习提供更有效的工具。内容易懂，实操性强。,"1.由意大利佩鲁贾大学物理与地质系教授毛里齐奥 彼得雷利编写，内容可靠，值得学习。 2.Python语言与地球科学数据分析的结合，提高效率，有效解决该领域的难题。 3.面向地球科学数据分析的实际应用进行设计，通过""概念解释 代码示例 应用示范""的模式进行组织，易学易掌握。 4.其间穿插丰富的图表及代码示例，适合初学者开展相关学习和研究。",//product.dangdang.com/29550218.html
 Python编程从入门到实战-轻松过二级 本书集教材、练习册、上机指导于一体，基于Python 3.8阐述Python语言的基础知识，以及使用Python语言的开发应用实例。本书全面覆盖计算机等级考试二级Python语言的知识范围，本书还提供,本书集教材、练习册、上机指导于一体，并且本书配套资源丰富，包括教学大纲、教学课件、程序源码、习题答案、微课视频，,//product.dangdang.com/29226591.html
 OpenCV 4.5计算机视觉开发实战：基于Python 解析OpenCV图像与视频处理技术，实战停车场车牌识别、物体识别、运动跟踪、人脸检测案例,近年来，OpenCV在图像分割、物体识别、运动跟踪、人脸识别、目标检测、机器视觉、机器人等领域大显身手。OpenCV内容之丰富，是目前开源视觉算法库中所罕见的。本书基于Python 3.8和OpenCV 4.5，面向初学者，涵盖传统的图像与视频处理方法，内容丰富，行文通俗，适合读者快速入门。,//product.dangdang.com/29363176.html
 深度学习的数学――使用Python语言 用代码阐释数学，了解程序设计的精髓，打牢深度学习和神经网络背后的数学基础。,1.做中学，从代码来理解深度学习的数学 从本质上讲，这是一本数学书。但是，本书将使用代码来说明概念，而不是证明和练习。深度学习是一门应用学科，作者认为做中学，你才能理解它。因此，本书将使用代码来弥合纯数学知识和动手实践之间的差距。 2.循序渐进，从基础到进阶，从入门到精通 本书各章内容相辅相成，基础章节后面紧跟进阶的数学主题，最后讲解深度学习算法，涉及前面章节中涵盖的所有内容。一般而言，读者可以从前向后通读本书，对于熟悉的主题，则可以跳过。,//product.dangdang.com/29691405.html
 图解算法――使用Python(第2版) 化繁为简，编程小白也能读懂的算法书,一本轻量级算法书，是你提高程序设计水平，提升自我价值的投资。 为了让读者能以容易理解的方式学习算法与基础数据结构的相关知识，本书采用简明的图例介绍常用算法的概念，包括：分治法、循环法、贪心法、动态规划法、迭代法、枚举法、回溯法等，并应用不同算法扩展出重要的数据结构，比如数组、链表、堆栈、队列、树结构、图结构、排序、搜索、哈希表等。本次改版进一步强化了计算思维的重要概念和实例演练，并将实战安全与人工智能等相关的算法纳入其中，同时搭配Python程序语言举例实现，是读者入门算法的。,//product.dangdang.com/29369889.html
 Python编程：时间序列分析入门与实战应用 ,空,//product.dangdang.com/29690602.html
 Python数据分析与挖掘 ,空,//product.dangdang.com/29655428.html
 Python医学实用统计分析 ,空,//product.dangdang.com/29524848.html
 利用Python进行数据分析 【正版】 【店主推荐，正版书放心购买，可开发票】,《利用Python进行数据分析》讲的是利用Python进行数据、处理、整理、分析等方面的具体细节和基本要点。同时，它也是利用Python进行科学计算的实用指南（专门针对数据密集型应用）。《利用Python进行数据分析》重点介绍了用于高效解决各种数据分析问题的Python语言和库。《利用Python进行数据分析》没有阐述如何利用Python实现具体的分析方法。,//product.dangdang.com/11750601772.html
 全4册新版python C语言C++编程从入门到精通Java编程计算机零基础自学全套实战语言程序爬虫教程设计开发书籍编程 ,空,//product.dangdang.com/12100015389.html
 Python数据可视化 ,空,//product.dangdang.com/29750913.html
 Python贯穿式项目案例实战超市管理系统全程开发详解（微课视频版） 全书贯穿超市管理系统，将Python知识贯穿于业务实现中，内容新颖，原创性较强,本书具有以下几个特点： 1.以业务场景为引领，内容新颖，原创性较强 全书贯穿超市管理系统，将Python知识贯穿于业务实现中，使读者充分掌握知识的应用。本书共分八个任务，包括输入并显示超市系统的开发者名称（初识Python）、超市商品入库（Python程序设计基础）、超市购物（Python程序的控制结构）、超市商品的管理（组合数据类型）、基于控制台的购物系统（函数和代码复用）、保存进货交易记录（Python文件操作）、随机生成验证码（模块与Python标准库模块）、超市销售记录分析（Python数据分析基础）等内容。 2.由计算机教学名师领衔主编，搭建校企双元合作的编写团队 本书由王建虹教授总体设计并规划教材编写思路，编写团队由校企双方的软件开发工程师、经验丰富的计算机骨干教师等组成，北京浩泰思特科技有限公司提供了书中所用案例的设计建议和,//product.dangdang.com/29669370.html
 Python编程 从入门到实践 [美]埃里克・马瑟斯(Eric Matthes)【正版书】. 全国三仓发货，物流便捷，欢迎选购！,上到有编程基础的程序员，下到10岁少年，想入门Python并达到可以开发实际项目的水平，本书是读者优选！ 本书是一本全面的从入门到实践的Python编程教程，带领读者快速掌握编程基础知识、编写出能解决实际问题的代码并开发复杂项目。 书中内容分为基础篇和实战篇两部分。基础篇介绍基本的编程概念，如列表、字典、类和循环，并指导读者编写整洁且易于理解的代码。另外还介绍了如何让程序能够与用户交互，以及如何在代码运行前进行测试。实战篇介绍如何利用新学到的知识开发功能丰富的项目：2D游戏《外星人入侵》，数据可视化实战，Web应用程序。,//product.dangdang.com/11633130157.html
 Python气象应用编程 python数据处理数据可视化numpy pandas气象领域代码应用 官方正版 出版社直发,空,//product.dangdang.com/11396459154.html
 python编程从入门到精通计算机零基础自学python编程从入门到实战编程语言程序爬虫精通教程程序设计开发书籍 ,空,//product.dangdang.com/11711020537.html
 Python程序设计基础 ,空,//product.dangdang.com/29768080.html
 PYTHON3网络爬虫开发实战 崔庆才 人民邮电出版社，【正版保证】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,案例丰富，注重实战 博客文章过百万的静觅大神力作 全面介绍了数据采集、数据存储、动态网站爬取、App爬取、验证码破解、模拟登录、代理使用、爬虫框架、分布式爬取等知识 涉及的库或工具：urllib、requests、Beautiful Soup、XPath、pyquery、redis-py、PyMongo、PyMySQL、Selenium、Splash、Charles、mitmproxy、mitmdump、Appium、pyspider、Scrapy、Scrapy-Redis、Scrapy-Splash、Docker、Bloom Filter、Gerapy等,//product.dangdang.com/11753635786.html
" 看漫画学Python：有趣、有料、好玩、好用 关东升著,赵大羽 绘 电子工业出版社，【正版保证】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！",适读人群 ：如果您想入门Python，则无论您是想学习编程的小学生，还是想参加计算机竞赛的中学生，抑或是计算机相关专业的大学生，甚至是正在从事软件开发的职场人，本书都适合您阅读和学习。 看漫画学Python，有趣、简单！ 提供配套视频、定期答疑 小灰、大胡子、臧秀涛等力赞！ 关东升、赵大羽新作,//product.dangdang.com/11759416130.html
" 【正版图书】Python数据分析、挖掘与可视化 慕课版 董付国本科计算机 董付国 9787115523617 【正品保证,可开发票,进入店铺更多优惠！】",空,//product.dangdang.com/11839621761.html
 自学Python 编程基础科学计算及数据分析 【正版书】 【店主推荐，正版书放心购买，可开发票】,《自学Python――编程基础、科学计算及数据分析》是面向Python初学者的一本实用学习的笔记。全书共0章 第章介绍Python的基础知识，包括Anaconda、IPython解释器、JupyterNotebook等Python基本工具的使用 第2章介绍Python的基本用法，包括基本语法、数据类型、判断与循环、函数与模块、异常与警告以及文件读写等 第3章介绍Python的进阶用法，包括函数进阶、迭代器和生成器、装饰器、上下文管理器以及变量作用域等 第4章介绍常见的Python标准库的使用 第5章介绍Python的科学计算基础模块NumPy，包括NumPy数组的基本�ぷ鳌⒐悴セ�制、索引和读写 第6章介绍Python的可视化模块Matplotlib，包括基于函数和对象的可视化�ぷ� 第7章介绍Python的科学计算进阶模块SciPy，包括一些高等数学的�ぷ� 第8章介绍Python的数据分析基础模块Pandas，包括Series和DataFrame的使用 第9章介绍Python的面向对象编程，包,//product.dangdang.com/11751470603.html
 零基础入门学习Python 小甲鱼李佳宇 清华大学出版社，【正版保证】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,小甲鱼图书重磅升级，针对Python 3.7，通过生动的实例，让读者在实践中理解概念，在轻松、愉快中学会Python！,//product.dangdang.com/11652603961.html
 Python数据预处理 针对成功的数据分析，学习如何高效地准备数据！,数据预处理是数据可视化、数据分析和机器学习的第一步，它将为分析和预测模型准备数据以帮助分析师获得最佳见解。分析师在执行数据分析、数据可视化和机器学习项目时，大约90%的时间都花在数据预处理上。 本书将从多个角度为读者提供最佳的数据预处理技术。读者将了解数据预处理的不同技术和分析过程（包括数据收集、数据清洗、数据集成、数据归约和数据转换等），并掌握如何使用开源Python编程环境来实现它们。,//product.dangdang.com/29662782.html
 Python程序设计案例教程(职业教育数字化融媒体特色教材)/张红/胡坚/浙江大学出版社 ,空,//product.dangdang.com/11095505453.html
" Python程序设计：人工智能案例实践 保罗・戴特尔(PaulDeitel),哈维・戴特尔(HarveyDeitel) 全国三仓发货，物流便捷，下单秒杀，欢迎选购！",空,//product.dangdang.com/11471327754.html
 Python语言程序设计基础 第3版 嵩天 黄天羽 杨雅婷 高等教育出版社9787040622942 ,空,//product.dangdang.com/11811774729.html
" Python数据科学手册 (美)杰克・万托布拉斯(Jake VanderPlas) 著,陶俊杰,陈小莉 译 人民邮电出版 全国三仓发货，物流便捷，下单秒杀，欢迎选购！",Python语言拥有大量可用于存储、操作和洞察数据的程序库，已然成为深受数据科学研究人员推崇的工具。本书以IPython、NumPy、Pandas、Matplotlib和Scikit-Learn这5个能完成数据科学大部分工作的基础工具为主，从实战角度出发，讲授如何清洗和可视化数据、如何用数据建立各种统计学或机器学习模型等常见数据科学任务，旨在让各领域与数据处理相关的工作人员具备发现问题、解决问题的能力。・IPython和Jupyter:为使用Python提供计算环境・NumPy：用ndarray实现高维数组的高效存储与操作・Pandas：用DataFrame实现带标签 列式数据的高效存储与操作・Matplotlib：实现各种数据可视化・Scikit-Learn：用高效整洁的Python实现重要的机器学习算法,//product.dangdang.com/11471369694.html
 Python科学计算入门日系图书 numpy sympy scipy pandas matplotlib应用方法 数据处 ,适读人群：用计算机解决数学问题的理工科学生、工程师和科研人员 初学科学计算的大中专院校相关专业学生、数据科学和人工智能等相关领域的工程技术人员 数据科学家 入门容易：针对初学者，专门介绍科学计算必需的Python编程知识及编程环境的搭建知识。 内容丰富：涵盖数组运算、数值计算、代数计算、数据处理和数据可视化知识，以及NumPy、SciPy、SymPy、pandas、Matplotlib等软件库的使用方法。 面面俱到：使用CSV、JSON、Excel等文件格式存取数据的方法。针对追求计算效率的读者，介绍通过Cython和Numba使Python代码实现高速化处理的方法。 兼容Jupyter Notebook交互式编程环境，实时运行代码并呈现结果，学习更直观更有趣。 装帧讲究：全文双色印刷，版面设计精美，让学习过程不枯燥。,//product.dangdang.com/29297984.html
